qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
PlySs2	1307.2603-HIGCPBGM_02180	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2602-FHAJOCHP_00905	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2601-FKGMHFBM_00791	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2600-OGJMMHOD_00765	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2599-MNGAPIIP_00906	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2598-ECLHCDLN_02183	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2597-ELBFNMIA_00903	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2596-AADLNFNA_00894	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2595-EPICNMCK_02173	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2594-MHEPMEAH_00744	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2593-BKMBGOIM_02052	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2592-ABNHFLMJ_00894	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2591-LDBBMMLI_02178	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2590-BNBBFPDO_00883	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2589-CAAJEIED_02114	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2588-CGPLDPAP_02176	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2587-LOKNOOMK_02125	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2586-JOHFOAKD_02191	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2585-OHAKCDJC_01733	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2584-DADFGFKG_02118	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2583-LANANMOA_02191	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2582-MJGAMFEN_02184	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2581-GEEFBFMF_02057	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2580-PLICMIDJ_00905	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2579-FIKCNPPN_02111	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2578-OLFMFPLP_02175	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2577-JOADIFOH_02179	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2576-NHJFOEDN_02183	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2575-MBCKPJMC_02133	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2574-BNKENKAI_02173	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2573-NIJFKGDJ_02136	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2572-GMLLDLDN_02137	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2571-ALDIINLF_02197	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2570-PPDBGCDB_02084	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2569-KDHNABBL_02177	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2568-EKPDPIPA_02139	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2567-MGKBAFDB_02169	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2565-JKOJADLF_02130	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2564-GNNCMDPI_02142	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2563-BGELDBBO_01143	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2562-FEBEAIAF_02177	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2561-PGGKNNPN_02132	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2560-BBBPIJHA_02139	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2559-DJBKFMOA_02198	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2558-GPCMCJAB_02114	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.2046-NHDIMICL_01306	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.1963-KBGJGEOA_00729	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.1900-NGNHOMFB_01253	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.1892-IDABKADJ_00770	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1214151.4-HCGJJKEI_02132	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1005041.3-LHIPJJCL_01427	99.592	245	1	0	1	245	1	245	4.85e-177	491
PlySs2	1307.5586-GDFFEHLH_00408	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.5077-FAGGINKD_02205	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.3509-KGLBMENK_01670	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.3435-GJJBGIOE_00376	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.3175-MKPODGJC_00394	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.3167-DLEIGIBD_00391	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.3152-KAICFFHD_01480	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.3112-BGFMMHPB_00424	99.184	245	2	0	1	245	1	245	6.82e-177	490
PlySs2	1307.3141-BMFHLCHL_00204	99.184	245	2	0	1	245	1	245	1.62e-176	489
PlySs2	1307.6529-CBBFLFEP_01525	97.959	245	5	0	1	245	1	245	1.66e-175	487
PlySs2	1307.2411-DKLJLDJG_01171	97.551	245	6	0	1	245	1	245	2.46e-175	486
PlySs2	1307.986-KOKAKJGB_01979	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.982-JDIJKJGP_02182	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.936-ONMIEPBM_01997	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.919-KEFBKCBM_01858	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.914-IGPEJGKF_01935	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.904-IMJPNBLO_02014	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.870-PBLFBNFE_01935	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.846-ELNHHCMJ_01854	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.843-LIBPAEIF_01971	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.835-CCKMEEPO_01936	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.832-KCMCLBGP_01943	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.826-OACHECDG_01899	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.766-MCCAHHJB_01899	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.749-IFAKKEGG_02031	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.748-EJHELHKE_01964	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.705-PJFAOIOL_01944	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.694-NAKIGMLI_01963	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.680-AOCMOAFI_01982	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.669-LIECDGPA_01857	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.663-MJAAGBLF_01958	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.644-JIMJOJHE_02079	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.642-LNEJGIBO_01952	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.623-PPKNCKDM_01966	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.621-IIBGLCBO_01941	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5997-DCHPANAL_01999	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.597-DJFFFFLM_00707	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5967-MGFKKJEH_02025	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.591-ILHIKOJG_00543	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5632-GNECHOHA_00910	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5631-OIIGPPDL_00906	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5331-DGLPNFFC_01921	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5327-HMNICEOO_01911	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5321-NLBNFBNO_01932	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5320-DNMLDDEI_01961	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5300-FEDPDDAM_01985	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5293-GKKGILGD_02107	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5079-HPBOBJDF_01961	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5075-ILODDADP_02076	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5051-MACPDPKG_01966	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.504-IGJJJJMK_00613	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5005-FIODLEBH_01992	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5002-IBFFOFLK_01964	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5001-MFBMEJEI_01930	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.5000-DMOECKDE_01917	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.4982-CHMKKION_01986	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.495-IIKKAEEI_00377	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.4882-NGEKAEPI_01956	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.474-PGAKIIKJ_01319	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.468-ILMIENEN_01121	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.467-MGMCLLAC_01834	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.466-DHOBGNLA_00969	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.458-NEIKKKMI_00974	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.449-IMIBKKGP_01057	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.4195-OENDOODC_00893	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.4193-OHHHBCOL_01221	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.417-DPPNJJIF_01300	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.4178-MMCLCBKE_00681	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.416-JIJJNFLH_00666	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.414-DDOHDFDL_01463	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.411-CDMCLDIE_00192	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.403-AKEIMKMF_01243	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.402-CLEKPAIH_01181	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.391-BPLPAPOC_00051	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.381-OOKAAOCF_01665	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.375-MOOGEMCO_00029	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3600-MGFPHGGO_02000	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3564-DAJNHAAG_01986	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3558-IHEEACMG_02056	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3553-PJLOIFOC_02061	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3551-MPBNAJKA_01925	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3550-HKBBIJJF_01941	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3547-KPHKKKAO_01901	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3496-FDBIMDKA_01916	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.345-HKBEHDFL_00686	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3441-PGOJNBGJ_01949	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3424-DIEIFAKO_01927	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3421-HFPJHMGF_01963	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3166-CLDHHANC_00800	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3165-CJOPCGJO_01524	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3161-BNBHGKNF_01411	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3160-HHFDBHFL_00628	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3158-DNMIFMCJ_00266	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3157-EBKCMJGI_01582	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3156-KAMOOCOD_02073	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3155-HHFDPLKB_01613	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3153-LABCOBFK_01585	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3151-ODALAOCG_02022	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3150-JEAIBBOC_00276	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3149-BCNNLLKL_01020	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3148-JEOOEBNN_01331	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3147-OPEELEMD_00601	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3144-JOHODMHB_00088	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3143-HPGAEMKC_00487	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3142-KBPEDBNG_00585	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3140-LOMNEEOD_01308	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3123-FLKNGEPI_02116	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3122-CJPLJOHJ_00126	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.311-DAPODKAI_01263	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3119-PJKHPCIP_01152	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.3114-KGCKMBBA_01474	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.309-BGMICONL_00190	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2845-KCJJBPME_01437	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2844-IPNNEGDG_00861	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2843-COEIPJIA_01467	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.281-FOCKENOL_00391	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.279-LLAAGOIE_01088	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2795-IAEIJPEK_01949	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2794-GCPNDJNB_01939	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2792-EFBHJCBI_02068	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2791-CFHJJJNA_01961	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2781-NMBIKKNN_01027	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.276-OPAEFDIG_00427	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.272-JKFEPEKC_01220	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2680-EMGKPHPL_01997	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2433-HPGONDJI_01907	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.241-DKFBJPPE_01962	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.232-LLIAMHHO_01258	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2133-INJMHJAB_01896	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2124-MPBMNCCM_01947	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2122-CILPNJFC_01941	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2046-NHDIMICL_00959	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.2013-IMKPJHDJ_00114	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.1997-DCEDPOKH_02128	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.1996-KAIMGJBB_00769	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.1993-JLCDPALL_00117	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.1656-FOIIIGFK_00911	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.1369-EJBEBGGO_01204	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1307.1317-IFDHAFAI_01803	97.959	245	5	0	1	245	1	245	3.58e-175	486
PlySs2	1214191.3-LBPBFFOG_00904	97.959	245	5	0	1	245	1	245	3.58e-175	486
